,elections,happy,location_0,location_1,location_2,location_3,location_total,seg_agents,total_0,total_1,total_2,total_3,run,cnt
36,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",451,"[104, 89, 13, 6, 10, 10, 7, 17, 7]","[2, 5, 6, 65, 16, 11, 58, 11, 83]","[4, 9, 32, 12, 18, 10, 10, 20, 8]","[3, 2, 21, 7, 22, 47, 8, 18, 4]","[113, 105, 72, 90, 66, 78, 83, 66, 102]",275,263,257,123,132,13,UK
37,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",463,"[103, 90, 11, 7, 13, 8, 8, 18, 5]","[1, 3, 9, 70, 9, 6, 66, 10, 83]","[3, 6, 37, 7, 25, 14, 11, 13, 7]","[2, 6, 23, 10, 10, 50, 11, 17, 3]","[109, 105, 80, 94, 57, 78, 96, 58, 98]",308,263,257,123,132,13,UK
38,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",466,"[104, 96, 9, 4, 21, 8, 7, 11, 3]","[0, 1, 11, 67, 11, 5, 63, 18, 81]","[4, 5, 37, 14, 19, 14, 5, 18, 7]","[4, 3, 16, 4, 17, 55, 11, 16, 6]","[112, 105, 73, 89, 68, 82, 86, 63, 97]",309,263,257,123,132,13,UK
39,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",467,"[100, 96, 15, 6, 15, 10, 5, 11, 5]","[0, 0, 8, 74, 8, 6, 67, 10, 84]","[4, 5, 39, 9, 18, 18, 6, 18, 6]","[3, 1, 22, 6, 18, 52, 7, 19, 4]","[107, 102, 84, 95, 59, 86, 85, 58, 99]",336,263,257,123,132,13,UK
40,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",475,"[102, 101, 8, 7, 20, 8, 5, 7, 5]","[2, 3, 7, 69, 9, 5, 62, 17, 83]","[5, 4, 36, 7, 21, 13, 10, 22, 5]","[4, 2, 13, 5, 20, 52, 9, 19, 8]","[113, 110, 64, 88, 70, 78, 86, 65, 101]",335,263,257,123,132,13,UK
41,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",482,"[103, 102, 8, 5, 8, 15, 5, 12, 5]","[3, 1, 6, 69, 13, 8, 63, 9, 85]","[2, 2, 33, 8, 23, 17, 10, 24, 4]","[3, 6, 15, 8, 21, 52, 7, 11, 9]","[111, 111, 62, 90, 65, 92, 85, 56, 103]",325,263,257,123,132,13,UK
42,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",488,"[102, 100, 8, 9, 8, 7, 5, 20, 4]","[2, 4, 7, 73, 13, 2, 67, 4, 85]","[6, 1, 40, 5, 11, 17, 11, 25, 7]","[4, 5, 19, 5, 20, 50, 9, 19, 1]","[114, 110, 74, 92, 52, 76, 92, 68, 97]",352,263,257,123,132,13,UK
43,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",493,"[102, 99, 8, 4, 15, 12, 5, 13, 5]","[0, 2, 9, 70, 4, 5, 67, 11, 89]","[4, 4, 31, 15, 18, 12, 12, 19, 8]","[1, 3, 23, 6, 17, 53, 9, 16, 4]","[107, 108, 71, 95, 54, 82, 93, 59, 106]",316,263,257,123,132,13,UK
44,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",500,"[101, 105, 3, 9, 15, 5, 9, 13, 3]","[2, 2, 10, 72, 5, 8, 63, 9, 86]","[4, 1, 37, 7, 19, 11, 12, 29, 3]","[2, 1, 29, 4, 12, 55, 8, 16, 5]","[109, 109, 79, 92, 51, 79, 92, 67, 97]",362,263,257,123,132,13,UK
45,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",515,"[103, 102, 9, 6, 9, 7, 7, 14, 6]","[2, 1, 2, 75, 8, 5, 68, 10, 86]","[1, 4, 43, 9, 26, 11, 6, 21, 2]","[4, 5, 24, 6, 10, 54, 7, 17, 5]","[110, 112, 78, 96, 53, 77, 88, 62, 99]",337,263,257,123,132,13,UK
46,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",520,"[101, 104, 10, 7, 9, 13, 5, 13, 1]","[1, 1, 6, 71, 12, 5, 65, 10, 86]","[4, 1, 35, 5, 27, 12, 11, 23, 5]","[3, 2, 20, 5, 17, 54, 6, 19, 6]","[109, 108, 71, 88, 65, 84, 87, 65, 98]",370,263,257,123,132,13,UK
47,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",515,"[100, 105, 8, 3, 9, 7, 14, 11, 6]","[3, 1, 7, 72, 8, 4, 67, 9, 86]","[5, 3, 34, 9, 27, 12, 10, 20, 3]","[1, 6, 17, 9, 19, 54, 6, 16, 4]","[109, 115, 66, 93, 63, 77, 97, 56, 99]",346,263,257,123,132,13,UK
48,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",518,"[103, 105, 12, 7, 8, 8, 8, 7, 5]","[0, 0, 10, 69, 9, 4, 67, 11, 87]","[4, 1, 40, 10, 25, 12, 4, 20, 7]","[1, 2, 18, 8, 21, 53, 5, 20, 4]","[108, 108, 80, 94, 63, 77, 84, 58, 103]",370,263,257,123,132,13,UK
49,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",516,"[103, 107, 8, 5, 13, 6, 7, 9, 5]","[2, 0, 7, 70, 6, 1, 74, 10, 87]","[1, 6, 36, 9, 22, 19, 7, 17, 6]","[5, 1, 22, 5, 19, 59, 5, 13, 3]","[111, 114, 73, 89, 60, 85, 93, 49, 101]",363,263,257,123,132,13,UK
50,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",520,"[102, 108, 11, 6, 10, 3, 7, 11, 5]","[3, 1, 5, 72, 6, 4, 69, 9, 88]","[3, 1, 38, 7, 29, 17, 6, 19, 3]","[1, 3, 14, 3, 17, 57, 7, 24, 6]","[109, 113, 68, 88, 62, 81, 89, 63, 102]",372,263,257,123,132,13,UK
51,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",528,"[103, 108, 7, 5, 7, 6, 10, 14, 3]","[0, 1, 10, 72, 7, 3, 68, 8, 88]","[1, 3, 43, 5, 24, 20, 6, 15, 6]","[6, 2, 13, 6, 16, 57, 11, 20, 1]","[110, 114, 73, 88, 54, 86, 95, 57, 98]",392,263,257,123,132,13,UK
52,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",533,"[102, 107, 10, 3, 11, 4, 7, 17, 2]","[3, 0, 4, 77, 6, 3, 69, 8, 87]","[3, 1, 41, 4, 24, 21, 9, 16, 4]","[1, 1, 23, 8, 17, 58, 6, 14, 4]","[109, 109, 78, 92, 58, 86, 91, 55, 97]",380,263,257,123,132,13,UK
53,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",531,"[102, 108, 4, 7, 10, 6, 7, 11, 8]","[0, 0, 12, 72, 7, 3, 70, 5, 88]","[3, 0, 48, 10, 16, 23, 6, 13, 4]","[3, 3, 15, 2, 18, 64, 6, 15, 6]","[108, 111, 79, 91, 51, 96, 89, 44, 106]",375,263,257,123,132,13,UK
54,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",538,"[104, 110, 10, 5, 14, 7, 2, 9, 2]","[0, 0, 4, 70, 8, 4, 68, 16, 87]","[5, 1, 43, 9, 21, 19, 10, 12, 3]","[2, 2, 16, 6, 14, 55, 10, 19, 8]","[111, 113, 73, 90, 57, 85, 90, 56, 100]",388,263,257,123,132,13,UK
55,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",532,"[103, 108, 9, 4, 16, 7, 5, 8, 3]","[0, 0, 7, 72, 6, 3, 68, 9, 92]","[3, 1, 50, 6, 21, 17, 7, 17, 1]","[3, 2, 16, 8, 14, 66, 5, 15, 3]","[109, 111, 82, 90, 57, 93, 85, 49, 99]",385,263,257,123,132,13,UK
56,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",537,"[104, 108, 6, 7, 11, 4, 6, 12, 5]","[1, 2, 6, 76, 5, 1, 72, 7, 87]","[3, 4, 50, 7, 18, 8, 10, 19, 4]","[2, 1, 20, 3, 18, 61, 7, 14, 6]","[110, 115, 82, 93, 52, 74, 95, 52, 102]",390,263,257,123,132,13,UK
57,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",535,"[106, 112, 5, 3, 7, 6, 5, 14, 5]","[2, 3, 3, 74, 3, 4, 70, 9, 89]","[2, 1, 53, 4, 19, 5, 13, 21, 5]","[0, 0, 12, 13, 21, 66, 4, 12, 4]","[110, 116, 73, 94, 50, 81, 92, 56, 103]",415,263,257,123,132,13,UK
58,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",552,"[105, 108, 7, 5, 13, 7, 3, 9, 6]","[2, 0, 3, 73, 8, 3, 71, 8, 89]","[1, 2, 48, 12, 24, 11, 6, 14, 5]","[3, 1, 12, 11, 12, 66, 5, 17, 5]","[111, 111, 70, 101, 57, 87, 85, 48, 105]",398,263,257,123,132,13,UK
59,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",554,"[107, 108, 5, 6, 11, 8, 4, 12, 2]","[2, 0, 12, 74, 6, 1, 71, 3, 88]","[2, 2, 48, 7, 19, 10, 5, 23, 7]","[2, 1, 17, 8, 16, 68, 7, 8, 5]","[113, 111, 82, 95, 52, 87, 87, 46, 102]",417,263,257,123,132,13,UK
60,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",553,"[106, 108, 4, 6, 15, 2, 6, 14, 2]","[3, 1, 6, 72, 6, 3, 69, 9, 88]","[4, 3, 50, 10, 19, 12, 5, 18, 2]","[1, 2, 13, 6, 15, 67, 10, 14, 4]","[114, 114, 73, 94, 55, 84, 90, 55, 96]",394,263,257,123,132,13,UK
61,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",556,"[107, 110, 4, 1, 11, 11, 4, 14, 1]","[1, 1, 3, 73, 6, 4, 73, 7, 89]","[1, 0, 59, 3, 18, 11, 10, 17, 4]","[1, 0, 14, 6, 20, 65, 5, 16, 5]","[110, 111, 80, 83, 55, 91, 92, 54, 99]",442,263,257,123,132,13,UK
62,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",563,"[107, 108, 6, 8, 10, 5, 3, 15, 1]","[0, 0, 7, 73, 8, 4, 72, 4, 89]","[4, 2, 55, 7, 18, 11, 7, 16, 3]","[0, 1, 12, 7, 20, 65, 2, 21, 4]","[111, 111, 80, 95, 56, 85, 84, 56, 97]",407,263,257,123,132,13,UK
63,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",562,"[106, 108, 6, 5, 10, 7, 5, 10, 6]","[0, 1, 1, 73, 12, 3, 72, 7, 88]","[2, 1, 58, 7, 15, 7, 4, 25, 4]","[3, 1, 18, 5, 20, 63, 3, 14, 5]","[111, 111, 83, 90, 57, 80, 84, 56, 103]",420,263,257,123,132,13,UK
64,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",556,"[108, 109, 3, 7, 9, 7, 6, 10, 4]","[1, 2, 6, 74, 5, 2, 70, 7, 90]","[1, 0, 57, 4, 22, 12, 10, 13, 4]","[1, 1, 18, 8, 18, 67, 3, 11, 5]","[111, 112, 84, 93, 54, 88, 89, 41, 103]",419,263,257,123,132,13,UK
65,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",560,"[107, 109, 5, 4, 7, 12, 5, 13, 1]","[2, 1, 2, 75, 5, 3, 72, 7, 90]","[3, 4, 56, 7, 15, 12, 4, 16, 6]","[1, 1, 12, 10, 17, 63, 5, 19, 4]","[113, 115, 75, 96, 44, 90, 86, 55, 101]",428,263,257,123,132,13,UK
66,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",562,"[106, 111, 4, 4, 12, 6, 3, 12, 5]","[0, 1, 3, 77, 8, 5, 71, 4, 88]","[2, 1, 61, 5, 9, 12, 4, 21, 8]","[5, 2, 14, 3, 19, 67, 7, 12, 3]","[113, 115, 82, 89, 48, 90, 85, 49, 104]",407,263,257,123,132,13,UK
67,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",566,"[107, 110, 7, 3, 15, 6, 3, 10, 2]","[0, 0, 6, 77, 5, 3, 71, 6, 89]","[0, 4, 59, 4, 17, 10, 9, 17, 3]","[1, 0, 16, 5, 9, 73, 6, 20, 2]","[108, 114, 88, 89, 46, 92, 89, 53, 96]",446,263,257,123,132,13,UK
68,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",574,"[105, 111, 8, 5, 11, 6, 5, 10, 2]","[2, 0, 4, 77, 5, 4, 70, 4, 91]","[3, 2, 58, 6, 11, 10, 10, 20, 3]","[1, 0, 11, 8, 19, 67, 4, 16, 6]","[111, 113, 81, 96, 46, 87, 89, 50, 102]",433,263,257,123,132,13,UK
69,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",580,"[110, 112, 4, 1, 15, 5, 4, 10, 2]","[2, 1, 4, 76, 0, 3, 73, 7, 91]","[2, 4, 59, 8, 19, 11, 6, 12, 2]","[2, 1, 22, 7, 9, 67, 7, 13, 4]","[116, 118, 89, 92, 43, 86, 90, 42, 99]",438,263,257,123,132,13,UK
70,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",582,"[108, 114, 4, 4, 13, 5, 6, 9, 0]","[1, 0, 6, 75, 4, 4, 72, 4, 91]","[1, 1, 57, 9, 13, 8, 8, 21, 5]","[0, 1, 16, 3, 16, 67, 8, 17, 4]","[110, 116, 83, 91, 46, 84, 94, 51, 100]",439,263,257,123,132,13,UK
71,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",580,"[110, 112, 3, 3, 13, 4, 4, 12, 2]","[0, 0, 2, 75, 5, 4, 70, 11, 90]","[3, 1, 54, 5, 14, 15, 10, 18, 3]","[1, 4, 20, 3, 14, 65, 7, 15, 3]","[114, 117, 79, 86, 46, 88, 91, 56, 98]",437,263,257,123,132,13,UK
72,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",583,"[108, 113, 7, 8, 11, 2, 2, 11, 1]","[0, 1, 3, 75, 5, 3, 73, 4, 93]","[1, 0, 62, 4, 21, 9, 7, 15, 4]","[1, 2, 21, 5, 14, 62, 3, 17, 7]","[110, 116, 93, 92, 51, 76, 85, 47, 105]",441,263,257,123,132,13,UK
73,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",581,"[108, 112, 6, 8, 10, 6, 3, 9, 1]","[1, 1, 1, 76, 7, 5, 72, 3, 91]","[1, 1, 60, 9, 11, 11, 6, 21, 3]","[2, 1, 18, 3, 15, 65, 4, 19, 5]","[112, 115, 85, 96, 43, 87, 85, 52, 100]",446,263,257,123,132,13,UK
74,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",577,"[108, 113, 5, 4, 10, 5, 6, 8, 4]","[1, 0, 3, 78, 5, 2, 70, 8, 90]","[3, 1, 53, 8, 17, 9, 7, 20, 5]","[1, 1, 21, 5, 18, 65, 5, 14, 2]","[113, 115, 82, 95, 50, 81, 88, 50, 101]",446,263,257,123,132,13,UK
75,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",577,"[108, 112, 9, 5, 11, 5, 3, 9, 1]","[0, 1, 3, 78, 7, 1, 70, 5, 92]","[3, 1, 59, 6, 15, 13, 6, 15, 5]","[0, 0, 16, 6, 17, 66, 9, 17, 1]","[111, 114, 87, 95, 50, 85, 88, 46, 99]",455,263,257,123,132,13,UK
76,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",582,"[109, 114, 6, 6, 11, 2, 4, 8, 3]","[1, 1, 2, 78, 2, 1, 72, 8, 92]","[4, 1, 56, 7, 16, 9, 6, 22, 2]","[2, 0, 15, 6, 20, 71, 5, 11, 2]","[116, 116, 79, 97, 49, 83, 87, 49, 99]",435,263,257,123,132,13,UK
77,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",581,"[110, 112, 6, 1, 10, 4, 3, 14, 3]","[1, 1, 3, 78, 2, 7, 70, 3, 92]","[1, 0, 53, 9, 21, 7, 8, 21, 3]","[1, 2, 16, 6, 14, 74, 7, 10, 2]","[113, 115, 78, 94, 47, 92, 88, 48, 100]",443,263,257,123,132,13,UK
78,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",586,"[108, 114, 8, 4, 10, 4, 5, 10, 0]","[0, 0, 3, 78, 4, 0, 71, 7, 94]","[4, 1, 58, 7, 18, 7, 9, 16, 3]","[1, 2, 15, 4, 12, 75, 4, 13, 6]","[113, 117, 84, 93, 44, 86, 89, 46, 103]",457,263,257,123,132,13,UK
79,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",593,"[109, 112, 4, 7, 9, 2, 7, 11, 2]","[0, 0, 0, 78, 6, 2, 72, 7, 92]","[3, 2, 69, 1, 9, 15, 9, 14, 1]","[3, 1, 10, 9, 18, 72, 4, 11, 4]","[115, 115, 83, 95, 42, 91, 92, 43, 99]",466,263,257,123,132,13,UK
80,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",591,"[108, 113, 6, 4, 10, 2, 4, 13, 3]","[0, 0, 4, 79, 4, 2, 72, 4, 92]","[1, 1, 61, 4, 22, 8, 14, 11, 1]","[3, 1, 16, 4, 6, 74, 4, 16, 8]","[112, 115, 87, 91, 42, 86, 94, 44, 104]",456,263,257,123,132,13,UK
81,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",592,"[108, 113, 8, 5, 10, 5, 3, 9, 2]","[1, 0, 4, 78, 1, 4, 73, 3, 93]","[2, 1, 60, 3, 14, 12, 7, 19, 5]","[1, 1, 10, 7, 13, 74, 8, 16, 2]","[112, 115, 82, 93, 38, 95, 91, 47, 102]",460,263,257,123,132,13,UK
82,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",598,"[108, 113, 4, 4, 12, 2, 7, 11, 2]","[2, 0, 2, 79, 5, 0, 73, 3, 93]","[1, 2, 62, 9, 6, 8, 8, 19, 8]","[1, 0, 12, 3, 17, 75, 3, 19, 2]","[112, 115, 80, 95, 40, 85, 91, 52, 105]",454,263,257,123,132,13,UK
83,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",600,"[110, 112, 9, 6, 12, 6, 1, 7, 0]","[1, 0, 5, 80, 3, 2, 70, 3, 93]","[2, 3, 68, 3, 12, 7, 10, 13, 5]","[1, 0, 12, 5, 15, 74, 6, 16, 3]","[114, 115, 94, 94, 42, 89, 87, 39, 101]",446,263,257,123,132,13,UK
84,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",596,"[109, 113, 4, 3, 9, 5, 6, 13, 1]","[0, 0, 2, 78, 6, 2, 72, 3, 94]","[1, 2, 64, 5, 21, 9, 4, 15, 2]","[2, 1, 12, 3, 12, 74, 10, 13, 5]","[112, 116, 82, 89, 48, 90, 92, 44, 102]",458,263,257,123,132,13,UK
85,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",597,"[109, 112, 5, 3, 11, 6, 2, 14, 1]","[0, 1, 1, 78, 5, 3, 71, 5, 93]","[2, 1, 66, 8, 17, 7, 3, 16, 3]","[0, 2, 10, 7, 9, 75, 5, 17, 7]","[111, 116, 82, 96, 42, 91, 81, 52, 104]",460,263,257,123,132,13,UK
86,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",604,"[110, 113, 7, 3, 12, 5, 4, 6, 3]","[0, 0, 3, 79, 3, 2, 72, 6, 92]","[1, 1, 68, 3, 18, 10, 5, 12, 5]","[0, 1, 12, 8, 14, 71, 11, 13, 2]","[111, 115, 90, 93, 47, 88, 92, 37, 102]",481,263,257,123,132,13,UK
87,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",610,"[110, 113, 4, 5, 8, 5, 3, 11, 4]","[0, 0, 0, 78, 3, 1, 74, 8, 93]","[1, 0, 70, 2, 15, 10, 3, 16, 6]","[0, 1, 16, 8, 11, 74, 6, 15, 1]","[111, 114, 90, 93, 37, 90, 86, 50, 104]",470,263,257,123,132,13,UK
88,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",616,"[110, 113, 6, 6, 7, 4, 2, 15, 0]","[1, 2, 2, 79, 4, 1, 74, 2, 92]","[1, 0, 74, 1, 12, 14, 8, 10, 3]","[2, 1, 14, 6, 7, 73, 5, 18, 6]","[114, 116, 96, 92, 30, 92, 89, 45, 101]",481,263,257,123,132,13,UK
89,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",613,"[110, 113, 2, 8, 14, 5, 4, 5, 2]","[0, 0, 3, 82, 5, 2, 70, 3, 92]","[3, 2, 72, 2, 12, 8, 8, 12, 4]","[4, 1, 8, 4, 11, 76, 3, 18, 7]","[117, 116, 85, 96, 42, 91, 85, 38, 105]",463,263,257,123,132,13,UK
90,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",610,"[111, 113, 5, 3, 11, 4, 4, 10, 2]","[0, 0, 3, 79, 6, 1, 70, 5, 93]","[2, 2, 70, 4, 14, 8, 4, 17, 2]","[2, 1, 11, 6, 15, 74, 4, 14, 5]","[115, 116, 89, 92, 46, 87, 82, 46, 102]",464,263,257,123,132,13,UK
91,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",613,"[110, 114, 6, 3, 10, 4, 3, 12, 1]","[0, 0, 2, 82, 4, 2, 72, 2, 93]","[1, 1, 72, 7, 13, 8, 5, 14, 2]","[0, 0, 13, 3, 15, 80, 3, 15, 3]","[111, 115, 93, 95, 42, 94, 83, 43, 99]",467,263,257,123,132,13,UK
92,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",618,"[110, 112, 5, 4, 8, 11, 4, 8, 1]","[1, 0, 0, 81, 3, 3, 72, 3, 94]","[1, 3, 73, 2, 10, 8, 7, 17, 2]","[2, 0, 11, 6, 10, 74, 5, 19, 5]","[114, 115, 89, 93, 31, 96, 88, 47, 102]",496,263,257,123,132,13,UK
93,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",613,"[110, 113, 6, 4, 8, 1, 5, 11, 5]","[0, 0, 4, 83, 3, 2, 69, 3, 93]","[3, 2, 69, 4, 9, 12, 5, 12, 7]","[1, 0, 8, 3, 19, 79, 6, 13, 3]","[114, 115, 87, 94, 39, 94, 85, 39, 108]",462,263,257,123,132,13,UK
94,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",618,"[111, 113, 4, 2, 12, 2, 5, 11, 3]","[1, 1, 1, 81, 3, 4, 70, 3, 93]","[0, 3, 69, 7, 15, 8, 2, 14, 5]","[1, 0, 10, 6, 16, 77, 9, 11, 2]","[113, 117, 84, 96, 46, 91, 86, 39, 103]",480,263,257,123,132,13,UK
95,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",616,"[112, 114, 4, 2, 4, 5, 8, 8, 6]","[0, 0, 5, 79, 3, 2, 71, 4, 93]","[1, 0, 70, 6, 17, 9, 8, 10, 2]","[0, 2, 8, 6, 12, 78, 7, 14, 5]","[113, 116, 87, 93, 36, 94, 94, 36, 106]",477,263,257,123,132,13,UK
96,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",619,"[111, 114, 2, 6, 8, 2, 5, 14, 1]","[0, 0, 1, 80, 5, 2, 72, 3, 94]","[1, 0, 72, 0, 18, 14, 4, 10, 4]","[2, 2, 9, 4, 10, 81, 3, 16, 5]","[114, 116, 84, 90, 41, 99, 84, 43, 104]",482,263,257,123,132,13,UK
97,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",627,"[110, 114, 8, 3, 10, 1, 5, 11, 1]","[0, 0, 2, 80, 5, 3, 70, 2, 95]","[0, 1, 73, 5, 13, 12, 7, 11, 1]","[4, 1, 10, 2, 14, 79, 6, 15, 1]","[114, 116, 93, 90, 42, 95, 88, 39, 98]",495,263,257,123,132,13,UK
98,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",624,"[111, 114, 4, 4, 6, 3, 7, 12, 2]","[1, 0, 2, 80, 5, 2, 71, 3, 93]","[0, 1, 72, 3, 11, 12, 6, 17, 1]","[0, 1, 10, 10, 19, 76, 3, 11, 2]","[112, 116, 88, 97, 41, 93, 87, 43, 98]",487,263,257,123,132,13,UK
99,"[0, 0, 2, 1, 2, 2, 1, 2, 1]",622,"[112, 114, 4, 4, 12, 2, 2, 7, 6]","[0, 0, 2, 81, 4, 3, 71, 2, 94]","[1, 0, 74, 7, 10, 11, 3, 11, 6]","[2, 2, 16, 6, 11, 77, 3, 10, 5]","[115, 116, 96, 98, 37, 93, 79, 30, 111]",467,263,257,123,132,13,UK
0,"[2, 0, 2, 1, 1, 1, 2, 0, 1]",35,"[18, 32, 25, 28, 24, 24, 22, 33, 25]","[24, 31, 26, 32, 32, 34, 25, 21, 30]","[18, 11, 10, 13, 12, 13, 16, 12, 15]","[20, 13, 17, 6, 15, 10, 12, 19, 12]","[80, 87, 78, 79, 83, 81, 75, 85, 82]",6,231,255,120,124,14,UK
1,"[2, 2, 1, 1, 2, 1, 1, 0, 2]",41,"[22, 26, 29, 25, 29, 21, 20, 33, 26]","[20, 24, 31, 31, 26, 39, 30, 27, 27]","[25, 13, 9, 13, 18, 12, 11, 9, 10]","[13, 14, 14, 10, 12, 13, 17, 13, 18]","[80, 77, 83, 79, 85, 85, 78, 82, 81]",10,231,255,120,124,14,UK
2,"[2, 0, 0, 2, 2, 1, 1, 0, 2]",51,"[20, 35, 33, 22, 24, 16, 31, 27, 23]","[23, 24, 27, 26, 27, 36, 38, 22, 32]","[14, 10, 10, 10, 20, 17, 14, 10, 15]","[15, 11, 11, 16, 8, 18, 10, 14, 21]","[72, 80, 81, 74, 79, 87, 93, 73, 91]",3,231,255,120,124,14,UK
3,"[1, 0, 2, 2, 2, 1, 1, 0, 0]",59,"[29, 33, 25, 24, 21, 12, 21, 35, 31]","[32, 18, 24, 30, 28, 38, 42, 21, 22]","[8, 13, 15, 13, 19, 14, 11, 14, 13]","[13, 12, 15, 21, 11, 16, 10, 15, 11]","[82, 76, 79, 88, 79, 80, 84, 85, 77]",19,231,255,120,124,14,UK
4,"[1, 0, 0, 2, 2, 1, 1, 0, 0]",88,"[26, 34, 27, 16, 25, 20, 18, 28, 37]","[35, 19, 27, 22, 16, 49, 37, 22, 28]","[15, 18, 18, 12, 20, 6, 8, 11, 12]","[11, 13, 7, 21, 19, 10, 19, 13, 11]","[87, 84, 79, 71, 80, 85, 82, 74, 88]",17,231,255,120,124,14,UK
5,"[1, 0, 0, 2, 2, 1, 1, 0, 0]",116,"[14, 41, 27, 18, 21, 20, 13, 36, 41]","[38, 19, 24, 24, 23, 44, 42, 17, 24]","[12, 17, 17, 17, 18, 5, 13, 10, 11]","[15, 8, 9, 15, 13, 17, 19, 19, 9]","[79, 85, 77, 74, 75, 86, 87, 82, 85]",35,231,255,120,124,14,UK
6,"[1, 2, 2, 2, 2, 1, 1, 0, 0]",121,"[16, 27, 22, 21, 27, 23, 16, 39, 40]","[36, 16, 20, 26, 20, 47, 44, 25, 21]","[16, 13, 16, 19, 16, 7, 10, 12, 11]","[14, 17, 13, 16, 16, 11, 13, 13, 11]","[82, 73, 71, 82, 79, 88, 83, 89, 83]",34,231,255,120,124,14,UK
7,"[1, 2, 2, 2, 2, 1, 1, 0, 0]",123,"[24, 30, 19, 21, 20, 16, 20, 35, 46]","[36, 23, 28, 21, 27, 47, 35, 20, 18]","[13, 17, 19, 15, 16, 13, 13, 8, 6]","[14, 16, 10, 18, 16, 12, 14, 13, 11]","[87, 86, 76, 75, 79, 88, 82, 76, 81]",35,231,255,120,124,14,UK
8,"[1, 2, 1, 2, 0, 1, 1, 0, 0]",141,"[16, 19, 25, 18, 29, 19, 21, 40, 44]","[31, 16, 28, 26, 19, 49, 38, 30, 18]","[10, 18, 12, 27, 9, 10, 16, 5, 13]","[20, 16, 10, 16, 17, 9, 14, 8, 14]","[77, 69, 75, 87, 74, 87, 89, 83, 89]",41,231,255,120,124,14,UK
